"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E540","2020-04-03 14:00:00","32.000","31.000","3.500","21.600","0.820","1013.200","","0.500","9.600","60.000","","23.500","","18.200",""
"C0W170","2020-04-03 14:00:00","42.000","27.000","6.200","13.300","0.780","1013.900","","3.500","-99.000","-99.000","-99.000","13.400","","11.800",""
"C0Z150","2020-04-03 14:00:00","27.000","153.000","5.300","23.000","0.890","1013.800","","0.000","-99.000","-99.000","-99.000","24.300","","19.200",""
"C0S840","2020-04-03 14:00:00","22.000","38.000","2.400","25.200","0.760","1015.600","","0.000","-99.000","-99.000","-99.000","25.200","","20.800",""
"C0H9A0","2020-04-03 14:00:00","1595.000","64.000","1.100","15.500","0.970","848.100","","0.000","-99.000","-99.000","-99.000","21.900","","13.300",""
"C0Z300","2020-04-03 14:00:00","182.000","110.000","1.200","23.400","0.940","996.700","","0.000","-99.000","-99.000","-99.000","24.600","","17.900",""
"C0G730","2020-04-03 14:00:00","27.000","10.000","5.100","22.300","0.860","1013.800","","0.000","-99.000","-99.000","-99.000","25.000","","18.600",""
"C0V730","2020-04-03 14:00:00","33.000","271.000","1.700","27.600","0.600","1012.100","","0.000","-99.000","-99.000","-99.000","27.700","","20.600",""
"C0SA00","2020-04-03 14:00:00","466.000","114.000","1.800","21.600","0.890","963.900","","0.000","-99.000","-99.000","-99.000","21.800","","16.800",""
"C0S900","2020-04-03 14:00:00","27.000","81.000","3.800","25.600","0.700","1014.200","","0.000","-99.000","-99.000","-99.000","26.100","","23.200",""
"C0C480","2020-04-03 14:00:00","105.000","0.000","0.000","22.300","0.760","1004.100","","0.500","-99.000","-99.000","-99.000","24.300","","17.600",""
"C0V720","2020-04-03 14:00:00","15.000","257.000","2.900","26.500","0.680","1013.800","","0.000","-99.000","-99.000","-99.000","26.600","","21.700",""
"C0UA60","2020-04-03 14:00:00","566.000","180.000","2.800","19.100","0.970","952.300","","3.500","-99.000","-99.000","-99.000","22.200","","15.600",""
"C0A980","2020-04-03 14:00:00","11.000","317.000","3.000","22.900","0.740","1015.700","","0.500","-99.000","-99.000","-99.000","26.100","","18.300",""
"C0C670","2020-04-03 14:00:00","250.000","348.000","1.600","19.600","0.860","988.000","","0.000","-99.000","-99.000","-99.000","21.800","","16.600",""
"C0K550","2020-04-03 14:00:00","15.000","335.000","3.900","24.900","0.730","1014.400","","0.000","-99.000","-99.000","-99.000","26.600","","19.500",""
"C0R350","2020-04-03 14:00:00","35.000","74.000","4.400","27.800","0.660","1011.700","","0.000","-99.000","-99.000","-99.000","27.800","","22.600",""
"C0T9F0","2020-04-03 14:00:00","251.000","144.000","0.500","22.600","0.860","988.100","","0.000","-99.000","-99.000","-99.000","25.200","","18.100",""
"C0I080","2020-04-03 14:00:00","536.000","286.000","0.500","22.500","0.760","957.500","","0.500","-99.000","-99.000","-99.000","27.700","","17.900",""
"C0UA00","2020-04-03 14:00:00","392.000","6.000","0.400","21.600","0.810","973.100","","2.000","-99.000","-99.000","-99.000","25.000","","15.700",""
"C0AD40","2020-04-03 14:00:00","32.000","75.000","2.500","21.500","0.810","1013.000","","0.000","-99.000","-99.000","-99.000","22.600","","18.600",""
"C0G900","2020-04-03 14:00:00","20.000","17.000","5.700","22.400","0.850","1013.300","","0.500","11.000","5.000","","23.400","","19.600",""
"C0S660","2020-04-03 14:00:00","794.000","79.000","0.800","21.400","0.720","929.300","","0.000","-99.000","-99.000","-99.000","21.400","","16.300",""
"C0M640","2020-04-03 14:00:00","155.000","284.000","2.300","25.200","0.680","997.500","","0.000","-99.000","-99.000","-99.000","26.600","","18.400",""
"C0R660","2020-04-03 14:00:00","20.000","330.000","3.000","25.500","0.790","1013.700","","0.000","-99.000","-99.000","-99.000","25.700","","20.600",""
"C0UA10","2020-04-03 14:00:00","1711.000","0.000","0.100","13.600","1.000","834.300","","1.000","-99.000","-99.000","-99.000","17.900","","10.400",""
"C0V770","2020-04-03 14:00:00","26.000","280.000","2.300","27.600","0.580","1012.400","","0.000","-99.000","-99.000","-99.000","28.000","","19.600",""
"C0E730","2020-04-03 14:00:00","26.000","10.000","2.700","21.900","0.780","1011.900","","0.000","-99.000","-99.000","-99.000","24.700","","18.100",""
"C0V810","2020-04-03 14:00:00","32.000","292.000","4.100","24.600","0.760","1011.000","","0.000","-99.000","-99.000","-99.000","26.300","","19.800",""
"C0A9C0","2020-04-03 14:00:00","35.000","21.000","6.200","21.600","0.790","1012.900","","0.000","11.700","25.000","","25.600","","19.200",""
"C0X310","2020-04-03 14:00:00","9.000","340.000","7.600","23.100","0.810","1016.000","","0.000","-99.000","-99.000","-99.000","24.200","","20.300",""
"C0K280","2020-04-03 14:00:00","23.000","355.000","4.400","24.500","0.730","1015.600","","0.000","9.800","357.000","","28.300","","19.700",""
"C0M650","2020-04-03 14:00:00","20.000","342.000","3.000","25.300","0.730","1013.900","","0.000","-99.000","-99.000","-99.000","26.800","","19.400",""
"C0S910","2020-04-03 14:00:00","212.000","74.000","1.300","24.300","0.990","993.900","","0.000","6.800","74.000","","24.900","","21.800",""
"C0D570","2020-04-03 14:00:00","15.000","10.000","1.800","21.400","0.850","1015.100","","1.500","-99.000","-99.000","-99.000","24.400","","18.100",""
"C0M710","2020-04-03 14:00:00","15.000","334.000","5.500","23.100","0.810","1014.400","","0.000","-99.000","-99.000","-99.000","24.400","","19.800",""
"C0V490","2020-04-03 14:00:00","20.000","231.000","1.400","26.500","0.650","1013.600","","0.000","-99.000","-99.000","-99.000","26.900","","20.800",""
"C0E870","2020-04-03 14:00:00","34.000","25.000","4.400","21.600","0.820","1014.100","","0.500","9.700","358.000","","23.100","","18.300",""
"C0M800","2020-04-03 14:00:00","440.000","253.000","1.200","24.600","0.650","966.100","","0.000","-99.000","-99.000","-99.000","25.300","","18.500",""
"C0A570","2020-04-03 14:00:00","360.000","246.000","0.700","21.400","0.850","975.500","","0.500","-99.000","-99.000","-99.000","24.100","","15.900",""
"C0S790","2020-04-03 14:00:00","236.000","15.000","0.400","26.600","0.680","991.300","","0.000","-99.000","-99.000","-99.000","26.600","","17.900",""
"C0D590","2020-04-03 14:00:00","143.000","48.000","3.700","19.200","0.910","1001.300","","0.000","-99.000","-99.000","-99.000","21.900","","17.600",""
"C0U990","2020-04-03 14:00:00","31.000","115.000","2.300","23.800","0.790","1014.000","","3.000","-99.000","-99.000","-99.000","24.100","","18.600",""
"C0M700","2020-04-03 14:00:00","150.000","312.000","0.400","24.900","0.740","999.100","","0.000","-99.000","-99.000","-99.000","26.500","","18.500",""
"C0A970","2020-04-03 14:00:00","96.000","14.000","2.900","21.700","0.990","1006.800","","0.000","-99.000","-99.000","-99.000","23.800","","18.200",""
"CM0110","2020-04-03 14:00:00","7.000","25.000","4.800","22.300","0.750","1015.900","","-99.000","-99.000","-99.000","-99.000","24.200","","19.400",""
"C0S940","2020-04-03 14:00:00","150.000","208.000","0.800","23.000","0.870","999.100","","0.000","-99.000","-99.000","-99.000","25.200","","19.400",""
"C0X250","2020-04-03 14:00:00","33.000","295.000","2.500","26.500","0.620","1011.700","","0.000","-99.000","-99.000","-99.000","27.600","","19.400",""
"C0K520","2020-04-03 14:00:00","10.000","360.000","3.900","23.000","0.790","1014.000","","0.000","9.500","3.000","","25.800","","19.600",""
"C0Z200","2020-04-03 14:00:00","153.000","158.000","2.000","23.100","0.990","999.900","","0.000","-99.000","-99.000","-99.000","24.500","","18.300",""
"C0V740","2020-04-03 14:00:00","60.000","289.000","3.100","27.300","0.560","1009.100","","0.000","-99.000","-99.000","-99.000","28.700","","19.200",""
"C0V790","2020-04-03 14:00:00","410.000","243.000","3.300","25.800","0.540","968.000","","0.000","-99.000","-99.000","-99.000","27.900","","19.200",""
"C0G860","2020-04-03 14:00:00","45.000","329.000","2.500","24.400","0.730","1010.100","","0.000","-99.000","-99.000","-99.000","27.000","","19.100",""
"C0Z250","2020-04-03 14:00:00","1124.000","0.000","0.100","17.000","0.990","892.700","","0.000","-99.000","-99.000","-99.000","18.200","","13.800",""
"C0K440","2020-04-03 14:00:00","35.000","337.000","6.200","22.900","0.800","1011.900","","0.000","-99.000","-99.000","-99.000","25.900","","18.500",""
"C0T900","2020-04-03 14:00:00","160.000","0.000","0.100","23.700","0.720","996.800","","0.000","-99.000","-99.000","-99.000","25.100","","17.900",""
"C0F9V0","2020-04-03 14:00:00","525.000","275.000","3.400","22.400","0.870","956.300","","0.000","-99.000","-99.000","-99.000","25.100","","17.600",""
"C0UA20","2020-04-03 14:00:00","2619.000","205.000","3.300","13.300","0.810","-99.000","","4.500","-99.000","-99.000","-99.000","13.300","","7.300",""
"C0M850","2020-04-03 14:00:00","695.000","0.000","0.000","22.500","0.750","937.000","","0.000","-99.000","-99.000","-99.000","24.900","","17.400",""
"C0C620","2020-04-03 14:00:00","19.000","26.000","3.800","21.700","0.890","1013.500","","0.500","9.400","30.000","","25.400","","19.900",""
"C0I360","2020-04-03 14:00:00","300.000","266.000","2.900","23.900","0.680","980.200","","0.000","-99.000","-99.000","-99.000","25.400","","18.300",""
"C0M810","2020-04-03 14:00:00","1354.000","287.000","1.600","16.000","0.990","868.400","","0.000","-99.000","-99.000","-99.000","18.900","","14.600",""
"C0AC80","2020-04-03 14:00:00","40.000","60.000","5.400","20.200","0.880","1012.000","","0.000","11.000","52.000","","21.600","","18.800",""
"CM0140","2020-04-03 14:00:00","26.000","272.000","0.800","24.500","0.660","1014.400","","0.000","-99.000","-99.000","-99.000","24.700","","20.800",""
"C0SA20","2020-04-03 14:00:00","857.000","351.000","0.400","18.500","1.000","921.200","","0.500","-99.000","-99.000","-99.000","18.500","","14.900",""
"C0K490","2020-04-03 14:00:00","91.000","313.000","2.800","24.400","0.730","1004.800","","0.000","-99.000","-99.000","-99.000","26.600","","18.500",""
"C0V820","2020-04-03 14:00:00","441.000","210.000","1.800","24.600","0.630","967.700","","0.000","-99.000","-99.000","-99.000","27.100","","19.200",""
"C0S810","2020-04-03 14:00:00","65.000","70.000","0.400","25.100","0.750","1011.600","","0.000","-99.000","-99.000","-99.000","25.500","","19.300",""
"C0R580","2020-04-03 14:00:00","10.000","259.000","1.900","26.400","0.750","1014.000","","0.000","-99.000","-99.000","-99.000","26.500","","20.500",""
"C0Z330","2020-04-03 14:00:00","488.000","106.000","1.000","20.300","0.940","963.200","","0.000","-99.000","-99.000","-99.000","24.800","","16.200",""
"C0E590","2020-04-03 14:00:00","40.000","1.000","2.400","20.900","0.860","1011.100","","0.500","-99.000","-99.000","-99.000","23.900","","17.900",""
"C0D540","2020-04-03 14:00:00","227.000","345.000","1.100","21.000","0.880","990.700","","0.000","-99.000","-99.000","-99.000","25.400","","16.700",""
"C0K420","2020-04-03 14:00:00","42.000","8.000","4.400","23.300","0.750","1010.800","","0.000","-99.000","-99.000","-99.000","26.300","","18.300",""
"C0Z180","2020-04-03 14:00:00","34.000","175.000","1.200","23.500","0.800","1012.500","","0.000","-99.000","-99.000","-99.000","24.800","","19.200",""
"C0AD10","2020-04-03 14:00:00","27.000","30.000","3.400","20.000","0.880","1013.700","","0.000","11.800","20.000","","22.500","","18.200",""
"C0M720","2020-04-03 14:00:00","225.000","292.000","2.200","24.200","0.700","989.600","","0.000","-99.000","-99.000","-99.000","25.800","","17.800",""
"C0V450","2020-04-03 14:00:00","51.000","215.000","2.000","27.600","0.550","1009.200","","0.000","-99.000","-99.000","-99.000","27.600","","20.000",""
"C0R280","2020-04-03 14:00:00","242.000","60.000","1.500","22.800","0.860","988.600","","0.500","-99.000","-99.000","-99.000","23.200","","20.000",""
"C0E610","2020-04-03 14:00:00","850.000","0.000","0.000","18.200","0.890","921.800","","1.000","-99.000","-99.000","-99.000","23.000","","14.700",""
"C0V610","2020-04-03 14:00:00","22.000","284.000","3.600","25.100","0.730","1013.100","","0.000","-99.000","-99.000","-99.000","25.700","","19.800",""
"C0Z310","2020-04-03 14:00:00","59.000","191.000","0.600","22.900","0.930","1010.400","","0.000","-99.000","-99.000","-99.000","24.500","","18.800",""
"C0S700","2020-04-03 14:00:00","507.000","72.000","0.700","19.500","0.970","960.600","","0.000","-99.000","-99.000","-99.000","20.100","","15.900",""
"C0T9G0","2020-04-03 14:00:00","605.000","0.000","0.000","19.800","0.990","950.400","","0.000","-99.000","-99.000","-99.000","21.700","","16.000",""
"C0U520","2020-04-03 14:00:00","517.000","0.000","0.000","20.000","0.990","960.400","","4.000","-99.000","-99.000","-99.000","23.700","","15.600",""
"C0D390","2020-04-03 14:00:00","146.000","291.000","0.600","21.500","0.820","998.000","","0.500","-99.000","-99.000","-99.000","24.300","","17.400",""
"C0E430","2020-04-03 14:00:00","258.000","358.000","1.300","21.200","0.840","989.900","","3.500","-99.000","-99.000","-99.000","23.600","","16.600",""
"C0O990","2020-04-03 14:00:00","18.000","236.000","1.100","28.600","0.580","1013.200","","0.000","-99.000","-99.000","-99.000","29.100","","19.500",""
"CM0010","2020-04-03 14:00:00","68.000","38.000","3.700","19.800","0.840","1009.600","","0.000","-99.000","-99.000","-99.000","21.300","","18.900",""
"C0K500","2020-04-03 14:00:00","12.000","360.000","5.100","24.200","0.750","1013.400","","0.000","-99.000","-99.000","-99.000","26.200","","19.000",""
"C0X260","2020-04-03 14:00:00","39.000","297.000","4.000","26.300","0.670","1011.400","","0.000","-99.000","-99.000","-99.000","27.200","","18.700",""
"C0ACA0","2020-04-03 14:00:00","25.000","69.000","2.000","23.000","0.750","1012.400","","0.500","-99.000","-99.000","-99.000","24.000","","18.600",""
"C0X180","2020-04-03 14:00:00","62.000","254.000","3.800","27.500","0.580","1007.100","","0.000","-99.000","-99.000","-99.000","29.000","","18.900",""
"C0F930","2020-04-03 14:00:00","100.000","37.000","0.700","21.800","0.900","1004.400","","0.500","6.600","333.000","","25.000","","18.900",""
"C0I010","2020-04-03 14:00:00","1562.000","176.000","1.200","18.300","0.810","850.200","","0.500","-99.000","-99.000","-99.000","21.800","","13.600",""
"C0R190","2020-04-03 14:00:00","32.000","121.000","0.700","26.900","0.680","1011.000","","0.000","-99.000","-99.000","-99.000","27.200","","20.700",""
"C0E420","2020-04-03 14:00:00","19.000","23.000","4.900","21.300","0.800","1012.400","","0.500","-99.000","-99.000","-99.000","23.400","","18.100",""
"C0I460","2020-04-03 14:00:00","110.000","25.000","3.600","25.300","0.700","1003.100","","0.000","-99.000","-99.000","-99.000","27.300","","19.000",""
"C0A9F0","2020-04-03 14:00:00","35.000","83.000","1.800","22.600","0.760","1013.100","","0.500","7.700","70.000","","24.200","","19.400",""
"C0F9A0","2020-04-03 14:00:00","425.000","333.000","1.800","21.500","0.870","967.400","","0.000","-99.000","-99.000","-99.000","25.200","","17.800",""
"C0O950","2020-04-03 14:00:00","4.000","323.000","3.400","25.500","0.770","1014.700","","0.000","-99.000","-99.000","-99.000","27.200","","20.100",""
"C0M760","2020-04-03 14:00:00","40.000","331.000","2.900","25.200","0.700","1011.200","","0.000","-99.000","-99.000","-99.000","27.900","","19.000",""
"C0AH70","2020-04-03 14:00:00","34.000","80.000","2.900","21.900","0.700","1013.100","","0.500","-99.000","-99.000","-99.000","22.800","","19.400",""
"C0V250","2020-04-03 14:00:00","298.000","314.000","1.400","26.300","0.550","981.000","","0.000","-99.000","-99.000","-99.000","30.300","","18.600",""
"C0U980","2020-04-03 14:00:00","573.000","118.000","1.400","19.400","0.960","953.000","","3.000","-99.000","-99.000","-99.000","20.600","","15.600",""
"C0S740","2020-04-03 14:00:00","289.000","203.000","2.200","23.000","0.780","984.500","","0.000","-99.000","-99.000","-99.000","23.900","","17.200",""
"C0A940","2020-04-03 14:00:00","49.000","42.000","0.900","18.300","0.990","1012.400","","0.000","-99.000","-99.000","-99.000","19.200","","17.800",""
"C0T870","2020-04-03 14:00:00","135.000","69.000","1.400","22.400","0.840","1000.700","","0.000","-99.000","-99.000","-99.000","24.200","","17.500",""
"C0O930","2020-04-03 14:00:00","69.000","288.000","1.600","27.900","0.640","1006.800","","0.000","-99.000","-99.000","-99.000","30.700","","19.100",""
"C0AI40","2020-04-03 14:00:00","37.000","63.000","2.400","24.400","0.630","1012.400","","0.000","-99.000","-99.000","-99.000","24.900","","19.000",""
"C0C460","2020-04-03 14:00:00","482.000","0.000","0.000","19.700","0.890","962.400","","0.000","-99.000","-99.000","-99.000","23.300","","15.900",""
"C0T9D0","2020-04-03 14:00:00","7.000","66.000","0.500","23.600","0.850","1016.700","","0.000","-99.000","-99.000","-99.000","26.500","","18.100",""
"C0I390","2020-04-03 14:00:00","1184.000","270.000","4.600","19.200","0.830","887.700","","0.000","9.700","291.000","","23.600","","15.800",""
"C0B020","2020-04-03 14:00:00","86.000","13.000","6.500","18.300","0.950","1005.700","","0.000","11.600","8.000","","19.900","","17.900",""
"CM0170","2020-04-03 14:00:00","106.000","251.000","3.400","23.100","0.810","1004.300","","0.000","-99.000","-99.000","-99.000","25.400","","18.100",""
"C0F860","2020-04-03 14:00:00","2215.000","212.000","3.500","15.500","0.910","782.900","","0.000","-99.000","-99.000","-99.000","17.300","","10.700",""
"C0U890","2020-04-03 14:00:00","116.000","92.000","2.400","22.500","0.990","1004.400","","0.000","-99.000","-99.000","-99.000","23.300","","17.900",""
"C0G800","2020-04-03 14:00:00","15.000","19.000","6.800","22.200","0.900","1014.400","","0.000","-99.000","-99.000","-99.000","25.100","","18.900",""
"C0F850","2020-04-03 14:00:00","379.000","305.000","2.700","22.900","0.780","971.900","","0.000","-99.000","-99.000","-99.000","25.300","","17.500",""
"C0AH50","2020-04-03 14:00:00","275.000","1.000","2.400","19.000","0.990","984.900","","0.500","-99.000","-99.000","-99.000","22.200","","16.600",""
"C0Z160","2020-04-03 14:00:00","124.000","317.000","0.700","23.900","0.750","1005.200","","0.000","-99.000","-99.000","-99.000","25.000","","18.600",""
"C0R540","2020-04-03 14:00:00","17.000","263.000","3.200","26.400","0.720","1013.100","","0.000","-99.000","-99.000","-99.000","26.400","","21.400",""
"C0K480","2020-04-03 14:00:00","56.000","350.000","5.700","22.900","0.940","1008.800","","0.000","-99.000","-99.000","-99.000","26.100","","18.200",""
"C0H890","2020-04-03 14:00:00","440.000","254.000","1.700","24.300","0.690","964.700","","0.000","-99.000","-99.000","-99.000","27.300","","18.800",""
"C0S770","2020-04-03 14:00:00","375.000","141.000","0.300","22.200","0.860","973.800","","0.000","-99.000","-99.000","-99.000","22.300","","17.500",""
"C0X230","2020-04-03 14:00:00","29.000","319.000","4.000","25.600","0.690","1013.800","","0.000","-99.000","-99.000","-99.000","26.800","","19.200",""
"C0B010","2020-04-03 14:00:00","38.000","36.000","5.200","19.600","0.980","1010.700","","0.500","-99.000","-99.000","-99.000","20.600","","18.300",""
"C0R490","2020-04-03 14:00:00","49.000","285.000","2.400","28.400","0.530","1008.800","","0.000","-99.000","-99.000","-99.000","28.700","","20.500",""
"C0V440","2020-04-03 14:00:00","27.000","271.000","1.000","-99.000","0.650","1011.800","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA40","2020-04-03 14:00:00","200.000","136.000","1.300","24.600","0.730","993.900","","0.000","-99.000","-99.000","-99.000","25.000","","18.000",""
"C0Z280","2020-04-03 14:00:00","224.000","84.000","1.200","22.000","0.990","992.200","","0.000","-99.000","-99.000","-99.000","23.900","","17.700",""
"C0Z070","2020-04-03 14:00:00","247.000","24.000","0.500","23.000","0.950","987.600","","0.000","-99.000","-99.000","-99.000","23.700","","17.600",""
"CM0180","2020-04-03 14:00:00","313.000","140.000","0.500","28.300","0.520","980.400","","0.000","-99.000","-99.000","-99.000","28.600","","18.900",""
"C0T9N0","2020-04-03 14:00:00","261.000","192.000","1.400","23.900","0.700","986.800","","0.000","-99.000","-99.000","-99.000","24.800","","17.600",""
"C0K470","2020-04-03 14:00:00","97.000","297.000","3.400","23.800","0.880","1004.200","","0.000","-99.000","-99.000","-99.000","26.600","","18.400",""
"C0R720","2020-04-03 14:00:00","214.000","8.000","4.900","24.100","0.800","992.200","","0.500","-99.000","-99.000","-99.000","24.100","","20.600",""
"C0V650","2020-04-03 14:00:00","28.000","315.000","5.300","25.300","0.720","1014.500","","0.000","-99.000","-99.000","-99.000","25.800","","20.000",""
"C0H9C0","2020-04-03 14:00:00","3402.000","325.000","0.800","6.000","1.000","679.000","","0.500","-99.000","-99.000","-99.000","6.200","","4.900",""
"C0U780","2020-04-03 14:00:00","15.000","46.000","1.300","22.100","0.990","1015.400","","2.000","-99.000","-99.000","-99.000","23.900","","18.300",""
"C0U760","2020-04-03 14:00:00","22.000","0.000","0.000","24.300","0.810","1015.600","","2.000","-99.000","-99.000","-99.000","24.900","","18.300",""
"C0E830","2020-04-03 14:00:00","37.000","23.000","3.600","21.200","0.810","1011.900","","0.500","9.400","18.000","","22.300","","18.400",""
"C0K330","2020-04-03 14:00:00","38.000","336.000","3.800","24.200","0.740","1011.000","","0.000","-99.000","-99.000","-99.000","27.400","","18.400",""
"C0M660","2020-04-03 14:00:00","40.000","322.000","5.100","24.400","0.740","1011.600","","0.000","-99.000","-99.000","-99.000","26.200","","18.700",""
"C0D580","2020-04-03 14:00:00","120.000","0.000","0.000","21.900","0.850","1002.400","","0.500","-99.000","-99.000","-99.000","24.500","","17.200",""
"C0R640","2020-04-03 14:00:00","21.000","267.000","3.200","25.500","0.790","1013.100","","0.000","-99.000","-99.000","-99.000","25.800","","21.300",""
"C0E810","2020-04-03 14:00:00","53.000","11.000","4.900","20.000","0.940","1011.000","","1.500","11.500","353.000","","22.900","","17.300",""
"C0G830","2020-04-03 14:00:00","27.000","357.000","5.000","22.900","1.000","1011.500","","0.000","-99.000","-99.000","-99.000","25.500","","18.600",""
"C0A550","2020-04-03 14:00:00","422.000","0.000","0.000","19.300","1.000","969.700","","0.000","-99.000","-99.000","-99.000","20.900","","16.200",""
"C0G750","2020-04-03 14:00:00","31.000","341.000","3.800","23.500","0.750","1013.400","","-99.000","-99.000","-99.000","-99.000","25.900","","18.800",""
"C0Z270","2020-04-03 14:00:00","343.000","85.000","1.800","20.000","0.990","978.100","","0.000","-99.000","-99.000","-99.000","22.300","","17.500",""
"C0UA30","2020-04-03 14:00:00","1397.000","0.000","0.000","14.500","1.000","863.300","","6.000","-99.000","-99.000","-99.000","17.200","","12.100",""
"C0A540","2020-04-03 14:00:00","401.000","147.000","1.500","22.800","0.760","970.100","","0.000","-99.000","-99.000","-99.000","23.400","","17.300",""
"C0SA60","2020-04-03 14:00:00","6.000","156.000","1.300","26.100","0.690","1015.400","","0.000","-99.000","-99.000","-99.000","26.100","","20.000",""
"C0H950","2020-04-03 14:00:00","192.000","318.000","1.100","24.500","0.750","993.800","","0.000","-99.000","-99.000","-99.000","27.300","","18.200",""
"C0O960","2020-04-03 14:00:00","112.000","261.000","2.200","28.300","0.560","1001.500","","0.000","-99.000","-99.000","-99.000","29.300","","18.300",""
"C0E880","2020-04-03 14:00:00","507.000","43.000","1.800","18.000","0.990","958.700","","1.500","-99.000","-99.000","-99.000","22.000","","15.500",""
"C0AH10","2020-04-03 14:00:00","30.000","77.000","4.000","21.900","1.000","1012.800","","0.500","10.700","89.000","","22.800","","19.900",""
"C0R680","2020-04-03 14:00:00","13.000","68.000","4.500","26.000","0.730","1014.400","","2.500","12.000","72.000","","26.000","","21.700",""
"C0X210","2020-04-03 14:00:00","38.000","299.000","2.500","26.600","0.650","1009.400","","0.000","-99.000","-99.000","-99.000","27.700","","19.000",""
"C0D430","2020-04-03 14:00:00","87.000","37.000","0.300","22.400","0.820","1005.000","","0.500","-99.000","-99.000","-99.000","26.000","","17.500",""
"C0AD30","2020-04-03 14:00:00","20.000","348.000","1.200","23.900","0.690","1012.200","","0.000","-99.000","-99.000","-99.000","25.000","","19.100",""
"C0R240","2020-04-03 14:00:00","87.000","279.000","0.400","27.000","0.620","1004.800","","0.000","-99.000","-99.000","-99.000","27.700","","19.400",""
"C0AI30","2020-04-03 14:00:00","26.000","57.000","4.800","22.800","0.810","1014.200","","0.500","-99.000","-99.000","-99.000","23.600","","19.300",""
"C0U960","2020-04-03 14:00:00","1885.000","200.000","1.800","14.100","0.910","816.000","","3.000","-99.000","-99.000","-99.000","15.800","","9.100",""
"C0T9E0","2020-04-03 14:00:00","415.000","217.000","0.400","20.700","0.890","970.600","","0.000","-99.000","-99.000","-99.000","22.600","","16.800",""
"C0D550","2020-04-03 14:00:00","1956.000","0.000","0.000","13.200","0.860","812.800","","1.000","-99.000","-99.000","-99.000","16.000","","10.000",""
"C0C630","2020-04-03 14:00:00","209.000","356.000","2.600","20.400","0.840","992.300","","0.500","-99.000","-99.000","-99.000","22.600","","17.200",""
"C0E750","2020-04-03 14:00:00","62.000","24.000","3.100","21.300","0.810","1007.900","","0.500","8.900","13.000","","23.000","","18.000",""
"C0G660","2020-04-03 14:00:00","27.000","349.000","4.400","24.200","0.750","1014.600","","0.000","-99.000","-99.000","-99.000","26.600","","19.100",""
"C0U720","2020-04-03 14:00:00","1260.000","36.000","1.900","16.600","0.990","889.800","","3.000","-99.000","-99.000","-99.000","19.100","","13.100",""
"C0R690","2020-04-03 14:00:00","248.000","38.000","2.000","24.700","0.760","986.900","","0.000","8.000","4.000","","25.500","","19.700",""
"C0X150","2020-04-03 14:00:00","18.000","304.000","2.200","26.700","0.680","1015.100","","0.000","8.100","260.000","","28.400","","19.900",""
"C0Z050","2020-04-03 14:00:00","830.000","0.000","0.000","18.700","0.830","925.800","","0.500","-99.000","-99.000","-99.000","19.100","","15.300",""
"C0I490","2020-04-03 14:00:00","1601.000","258.000","3.300","14.700","0.990","843.900","","0.000","-99.000","-99.000","-99.000","23.000","","13.500",""
"C0I090","2020-04-03 14:00:00","910.000","275.000","1.000","18.100","1.000","915.300","","0.000","-99.000","-99.000","-99.000","22.200","","16.700",""
"C0X240","2020-04-03 14:00:00","394.000","292.000","0.400","23.200","0.760","971.900","","0.000","-99.000","-99.000","-99.000","26.800","","17.400",""
"C0S990","2020-04-03 14:00:00","409.000","24.000","2.700","22.100","0.850","970.800","","0.000","-99.000","-99.000","-99.000","22.100","","18.400",""
"C0E850","2020-04-03 14:00:00","104.000","7.000","1.900","21.700","0.820","1003.800","","1.000","-99.000","-99.000","-99.000","24.700","","17.100",""
"C0T9B0","2020-04-03 14:00:00","558.000","0.000","0.200","19.000","0.990","954.600","","1.500","-99.000","-99.000","-99.000","20.900","","16.700",""
"C0G650","2020-04-03 14:00:00","34.000","352.000","2.300","24.700","0.750","1011.800","","0.000","-99.000","-99.000","-99.000","27.600","","19.500",""
"C0K580","2020-04-03 14:00:00","26.000","345.000","3.600","24.400","0.850","1014.100","","0.500","-99.000","-99.000","-99.000","26.900","","18.800",""
"CM0100","2020-04-03 14:00:00","25.000","65.000","3.500","20.900","0.770","1013.800","","0.500","8.900","89.000","","22.800","","18.900",""
"C0UA30","2020-04-03 15:00:00","1397.000","0.000","0.000","14.600","1.000","863.000","","6.000","-99.000","-99.000","-99.000","17.200","","12.100",""
"C0K390","2020-04-03 15:00:00","31.000","22.000","3.500","23.000","0.780","1012.000","","0.000","-99.000","-99.000","-99.000","25.900","","18.700",""
"C0A560","2020-04-03 15:00:00","405.000","0.000","0.000","21.300","0.960","970.000","","5.000","-99.000","-99.000","-99.000","24.100","","15.900",""
"C0X190","2020-04-03 15:00:00","10.000","341.000","0.300","25.300","0.700","1013.700","","0.000","-99.000","-99.000","-99.000","25.900","","20.000",""
"C0S950","2020-04-03 15:00:00","415.000","65.000","1.200","21.900","0.870","968.300","","0.000","-99.000","-99.000","-99.000","22.800","","17.000",""
"C0A880","2020-04-03 15:00:00","6.000","329.000","2.300","20.100","0.920","1015.300","","0.500","-99.000","-99.000","-99.000","21.900","","17.500",""
