"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z330","2020-04-03 06:00:00","488.000","130.000","0.400","16.600","0.990","965.700","","0.000","-99.000","-99.000","-99.000","17.100","","16.200",""
"C0E590","2020-04-03 06:00:00","40.000","37.000","1.200","18.200","0.990","1012.500","","0.000","-99.000","-99.000","-99.000","18.400","","17.900",""
"C0M770","2020-04-03 07:00:00","164.000","291.000","1.200","18.400","1.000","998.900","","0.000","-99.000","-99.000","-99.000","19.100","","18.200",""
"C0S930","2020-04-03 07:00:00","248.000","0.000","0.100","18.400","0.960","991.900","","0.000","-99.000","-99.000","-99.000","19.100","","18.100",""
"C0F9Y0","2020-04-03 07:00:00","3313.000","235.000","4.700","4.400","0.960","688.700","","11.500","14.100","222.000","","4.900","","3.800",""
"C0E790","2020-04-03 07:00:00","344.000","243.000","0.600","17.800","1.000","978.300","","4.000","-99.000","-99.000","-99.000","18.000","","17.100",""
"C0O810","2020-04-03 07:00:00","161.000","138.000","0.500","19.600","0.990","999.900","","0.000","-99.000","-99.000","-99.000","20.800","","19.000",""
"C0R520","2020-04-03 07:00:00","18.000","355.000","0.500","21.300","0.940","1016.300","","0.000","-99.000","-99.000","-99.000","22.700","","20.900",""
"C0G880","2020-04-03 07:00:00","92.000","320.000","1.500","18.400","0.940","1007.500","","0.000","-99.000","-99.000","-99.000","19.900","","18.400",""
"C0R260","2020-04-03 07:00:00","76.000","0.000","0.000","22.400","0.870","1009.200","","0.000","-99.000","-99.000","-99.000","22.400","","20.400",""
"C0U950","2020-04-03 07:00:00","1012.000","147.000","3.900","14.500","1.000","907.900","","1.500","-99.000","-99.000","-99.000","14.500","","13.700",""
"C0O860","2020-04-03 07:00:00","38.000","333.000","0.500","19.900","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","20.800","","19.400",""
"C0R320","2020-04-03 07:00:00","7.000","61.000","3.800","23.600","0.680","1017.600","","0.000","-99.000","-99.000","-99.000","23.600","","22.100",""
"C0S980","2020-04-03 07:00:00","901.000","311.000","1.300","16.100","1.000","918.700","","0.000","-99.000","-99.000","-99.000","16.100","","15.200",""
"C0X110","2020-04-03 07:00:00","20.000","49.000","1.600","20.700","0.900","1016.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.400",""
"C0V310","2020-04-03 07:00:00","46.000","63.000","0.800","20.600","1.000","1011.900","","0.000","-99.000","-99.000","-99.000","21.800","","19.800",""
"C0G620","2020-04-03 07:00:00","110.000","329.000","0.900","18.700","0.990","1005.100","","0.000","-99.000","-99.000","-99.000","19.000","","17.900",""
"C0AD50","2020-04-03 07:00:00","84.000","0.000","0.000","18.900","1.000","1009.900","","0.000","-99.000","-99.000","-99.000","19.000","","18.100",""
"C0A9A0","2020-04-03 07:00:00","24.000","306.000","0.400","19.100","0.990","1016.400","","0.000","-99.000","-99.000","-99.000","20.900","","18.900",""
"C0O830","2020-04-03 07:00:00","127.000","0.000","0.100","19.300","0.990","1003.800","","0.000","-99.000","-99.000","-99.000","20.100","","18.600",""
"C0S760","2020-04-03 07:00:00","1621.000","0.000","0.000","12.200","1.000","843.700","","0.000","-99.000","-99.000","-99.000","12.200","","11.400",""
"C0X160","2020-04-03 07:00:00","26.000","26.000","1.300","20.400","0.980","1014.800","","0.000","-99.000","-99.000","-99.000","21.400","","20.200",""
"C0C490","2020-04-03 07:00:00","157.000","39.000","0.900","18.400","0.940","1000.800","","0.500","-99.000","-99.000","-99.000","18.400","","17.800",""
"C0F970","2020-04-03 07:00:00","145.000","345.000","1.100","18.700","0.900","1000.800","","0.000","-99.000","-99.000","-99.000","19.300","","18.200",""
"C0R440","2020-04-03 07:00:00","1654.000","85.000","1.400","13.800","0.900","838.300","","0.000","-99.000","-99.000","-99.000","13.800","","11.400",""
"C0M690","2020-04-03 07:00:00","33.000","1.000","2.500","19.100","0.930","1013.600","","0.000","-99.000","-99.000","-99.000","20.100","","18.800",""
"C0V690","2020-04-03 07:00:00","30.000","52.000","3.800","21.000","0.880","1015.100","","0.000","-99.000","-99.000","-99.000","23.600","","20.700",""
"C0Z210","2020-04-03 07:00:00","126.000","0.000","0.000","18.600","0.990","1006.900","","0.000","-99.000","-99.000","-99.000","18.600","","18.100",""
"C0U770","2020-04-03 07:00:00","5.000","341.000","3.000","19.200","0.990","1019.400","","2.500","-99.000","-99.000","-99.000","19.300","","18.600",""
"C0Z080","2020-04-03 07:00:00","298.000","0.000","0.000","18.100","0.990","985.600","","0.000","-99.000","-99.000","-99.000","18.100","","17.500",""
"C0G640","2020-04-03 07:00:00","17.000","25.000","1.300","19.900","0.890","1018.800","","0.500","-99.000","-99.000","-99.000","19.900","","19.000",""
"C0X200","2020-04-03 07:00:00","61.000","138.000","0.400","19.000","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","20.100","","18.600",""
"C0U900","2020-04-03 07:00:00","63.000","264.000","0.700","18.900","0.990","1013.400","","2.000","-99.000","-99.000","-99.000","18.900","","18.300",""
"C0F000","2020-04-03 07:00:00","273.000","24.000","2.200","17.300","0.990","984.000","","0.000","-99.000","-99.000","-99.000","17.500","","16.900",""
"C0Z230","2020-04-03 07:00:00","31.000","297.000","3.300","20.500","0.770","1017.400","","0.000","-99.000","-99.000","-99.000","20.900","","19.500",""
"C0F9O0","2020-04-03 07:00:00","175.000","73.000","0.300","18.600","1.000","997.700","","0.000","-99.000","-99.000","-99.000","18.900","","18.100",""
"C0C540","2020-04-03 07:00:00","46.000","15.000","1.300","19.100","0.910","1014.300","","0.000","-99.000","-99.000","-99.000","19.100","","18.200",""
"C0G770","2020-04-03 07:00:00","15.000","40.000","2.100","20.400","0.860","1016.700","","0.000","-99.000","-99.000","-99.000","20.400","","19.800",""
"C0V670","2020-04-03 07:00:00","20.000","348.000","1.600","20.700","0.880","1015.700","","0.000","-99.000","-99.000","-99.000","22.900","","20.500",""
"C0A870","2020-04-03 07:00:00","685.000","94.000","2.600","16.300","1.000","939.500","","1.000","-99.000","-99.000","-99.000","16.300","","15.500",""
"C0R220","2020-04-03 07:00:00","23.000","250.000","0.500","21.100","1.000","1015.900","","0.000","-99.000","-99.000","-99.000","22.500","","20.900",""
"C0Z220","2020-04-03 07:00:00","589.000","253.000","0.500","16.600","1.000","954.600","","1.000","-99.000","-99.000","-99.000","16.600","","15.800",""
"C0D560","2020-04-03 07:00:00","147.000","311.000","0.700","18.300","0.930","1002.600","","0.500","-99.000","-99.000","-99.000","18.300","","17.600",""
"C0I380","2020-04-03 07:00:00","258.000","300.000","0.300","18.700","0.990","987.700","","0.000","-99.000","-99.000","-99.000","19.500","","18.200",""
"C0Z020","2020-04-03 07:00:00","211.000","0.000","0.200","18.000","0.990","995.000","","0.000","-99.000","-99.000","-99.000","18.200","","17.200",""
"C0Z190","2020-04-03 07:00:00","62.000","321.000","1.000","19.900","0.990","1012.600","","0.000","-99.000","-99.000","-99.000","19.900","","19.000",""
"C0C710","2020-04-03 07:00:00","143.000","301.000","1.100","17.500","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","17.500","","16.700",""
"C0D360","2020-04-03 07:00:00","523.000","0.000","0.000","16.500","0.990","957.800","","4.500","-99.000","-99.000","-99.000","16.500","","15.100",""
"C0C680","2020-04-03 07:00:00","228.000","60.000","2.200","17.500","0.930","991.100","","0.500","-99.000","-99.000","-99.000","18.100","","17.000",""
"C0X140","2020-04-03 07:00:00","17.000","40.000","1.200","20.400","0.870","1016.100","","0.000","-99.000","-99.000","-99.000","20.900","","20.100",""
"C0V710","2020-04-03 07:00:00","34.000","347.000","1.100","21.300","0.840","1013.800","","0.000","-99.000","-99.000","-99.000","23.800","","21.200",""
"C0G840","2020-04-03 07:00:00","32.000","15.000","1.200","18.900","0.980","1013.900","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"C0S890","2020-04-03 07:00:00","238.000","0.000","0.200","18.500","0.980","995.700","","0.000","-99.000","-99.000","-99.000","18.600","","17.300",""
"C0T820","2020-04-03 07:00:00","550.000","0.000","0.000","16.800","0.980","961.300","","0.000","-99.000","-99.000","-99.000","17.000","","16.400",""
"C0F9I0","2020-04-03 07:00:00","194.000","13.000","2.600","17.600","1.000","995.100","","2.500","-99.000","-99.000","-99.000","17.600","","17.200",""
"C0C650","2020-04-03 07:00:00","208.000","5.000","0.400","17.400","0.960","995.000","","0.000","-99.000","-99.000","-99.000","17.400","","16.800",""
"C0R600","2020-04-03 07:00:00","766.000","99.000","0.500","18.600","0.970","931.800","","0.000","-99.000","-99.000","-99.000","20.800","","18.100",""
"C0Z320","2020-04-03 07:00:00","646.000","283.000","0.900","16.400","1.000","946.900","","0.500","-99.000","-99.000","-99.000","16.400","","15.400",""
"C0V210","2020-04-03 07:00:00","734.000","260.000","0.300","18.700","0.940","937.000","","0.000","-99.000","-99.000","-99.000","19.200","","18.200",""
"C0K240","2020-04-03 07:00:00","1132.000","127.000","3.000","16.900","0.960","895.800","","0.000","-99.000","-99.000","-99.000","17.600","","15.400",""
"C0M520","2020-04-03 07:00:00","15.000","22.000","3.300","19.500","0.850","1016.000","","0.000","-99.000","-99.000","-99.000","20.000","","19.200",""
"C0A530","2020-04-03 07:00:00","300.000","0.000","0.000","17.500","0.990","984.800","","0.000","-99.000","-99.000","-99.000","17.600","","17.100",""
"C0E820","2020-04-03 07:00:00","220.000","42.000","0.300","16.800","0.970","993.800","","1.500","-99.000","-99.000","-99.000","16.800","","16.500",""
"C0K450","2020-04-03 07:00:00","35.000","23.000","1.500","18.900","0.870","1013.600","","0.000","-99.000","-99.000","-99.000","19.600","","18.700",""
"C0G760","2020-04-03 07:00:00","53.000","351.000","1.200","18.900","0.990","1014.900","","0.000","-99.000","-99.000","-99.000","19.600","","18.600",""
"CM0120","2020-04-03 07:00:00","4.000","43.000","5.000","21.100","0.790","1017.600","","0.000","-99.000","-99.000","-99.000","21.300","","20.500",""
"C0Z290","2020-04-03 07:00:00","946.000","0.000","0.000","15.300","0.990","914.700","","0.000","-99.000","-99.000","-99.000","15.300","","14.100",""
"C0V680","2020-04-03 07:00:00","40.000","5.000","1.400","20.400","0.890","1013.300","","0.000","-99.000","-99.000","-99.000","23.100","","20.100",""
"C0F9U0","2020-04-03 07:00:00","74.000","71.000","1.700","19.800","0.890","1009.700","","0.000","-99.000","-99.000","-99.000","19.800","","19.200",""
"C0AI10","2020-04-03 07:00:00","76.000","0.000","0.000","18.000","0.990","1009.500","","0.000","-99.000","-99.000","-99.000","18.000","","17.200",""
"C0V530","2020-04-03 07:00:00","34.000","33.000","1.300","19.500","1.000","1013.900","","0.000","-99.000","-99.000","-99.000","21.300","","19.200",""
"C0R550","2020-04-03 07:00:00","38.000","0.000","0.000","20.600","1.000","1014.600","","0.000","-99.000","-99.000","-99.000","22.400","","19.900",""
"C0F9L0","2020-04-03 07:00:00","253.000","355.000","1.700","18.200","0.990","989.100","","2.500","-99.000","-99.000","-99.000","18.300","","17.700",""
"C0A950","2020-04-03 07:00:00","60.000","263.000","3.200","19.900","1.000","1012.800","","0.500","-99.000","-99.000","-99.000","20.000","","19.500",""
"C0R160","2020-04-03 07:00:00","45.000","45.000","0.400","19.900","0.990","1012.200","","0.000","-99.000","-99.000","-99.000","21.900","","19.500",""
"C0F9S0","2020-04-03 07:00:00","43.000","24.000","1.700","19.600","0.860","1013.700","","0.000","-99.000","-99.000","-99.000","19.700","","19.200",""
"C0M820","2020-04-03 07:00:00","980.000","0.000","0.000","17.700","0.820","909.700","","0.000","-99.000","-99.000","-99.000","18.300","","16.600",""
"C0G870","2020-04-03 07:00:00","12.000","29.000","2.000","20.400","0.790","1017.600","","0.000","-99.000","-99.000","-99.000","20.400","","19.700",""
"C0R530","2020-04-03 07:00:00","16.000","11.000","0.600","21.400","0.830","1016.300","","0.000","-99.000","-99.000","-99.000","22.300","","21.000",""
"C0O840","2020-04-03 07:00:00","134.000","334.000","0.900","18.300","1.000","1000.800","","0.000","-99.000","-99.000","-99.000","19.100","","18.100",""
"C0A890","2020-04-03 07:00:00","40.000","0.000","0.000","17.700","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","17.800","","17.300",""
"C0A660","2020-04-03 07:00:00","97.000","0.000","0.000","18.100","0.980","1007.600","","0.500","-99.000","-99.000","-99.000","18.100","","17.100",""
"C0T9H0","2020-04-03 07:00:00","725.000","323.000","0.900","16.700","0.990","939.000","","0.000","-99.000","-99.000","-99.000","16.700","","15.400",""
"C0R270","2020-04-03 07:00:00","51.000","0.000","0.000","21.900","1.000","1010.900","","0.000","-99.000","-99.000","-99.000","22.900","","20.800",""
"C0O980","2020-04-03 07:00:00","18.000","4.000","1.400","20.000","0.930","1017.200","","0.000","-99.000","-99.000","-99.000","20.500","","19.300",""
"C0T9I0","2020-04-03 07:00:00","152.000","211.000","1.400","18.900","0.910","1003.500","","0.000","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0V760","2020-04-03 07:00:00","30.000","28.000","1.600","20.500","0.990","1015.000","","0.000","-99.000","-99.000","-99.000","22.500","","20.400",""
"C0AG90","2020-04-03 07:00:00","25.000","0.000","0.000","19.600","1.000","1016.900","","0.500","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0R570","2020-04-03 07:00:00","37.000","15.000","0.600","21.200","0.910","1012.600","","0.000","-99.000","-99.000","-99.000","22.900","","20.900",""
"C0U870","2020-04-03 07:00:00","474.000","334.000","0.700","17.300","0.980","966.200","","6.500","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0S690","2020-04-03 07:00:00","522.000","42.000","0.400","18.900","0.890","960.200","","0.000","-99.000","-99.000","-99.000","18.900","","17.300",""
"C0R150","2020-04-03 07:00:00","105.000","311.000","0.600","21.600","0.990","1004.800","","0.000","-99.000","-99.000","-99.000","21.700","","20.300",""
"C0M840","2020-04-03 07:00:00","578.000","0.000","0.200","18.400","0.970","952.500","","-99.000","-99.000","-99.000","-99.000","18.900","","17.800",""
"C0K560","2020-04-03 07:00:00","117.000","58.000","0.300","18.700","0.950","1005.300","","0.000","-99.000","-99.000","-99.000","19.100","","18.500",""
"C0X100","2020-04-03 07:00:00","10.000","12.000","1.900","20.500","0.960","1015.000","","0.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"C0K460","2020-04-03 07:00:00","60.000","35.000","1.000","18.800","0.920","1010.500","","0.000","-99.000","-99.000","-99.000","19.500","","18.600",""
"C0M740","2020-04-03 07:00:00","15.000","63.000","1.100","19.500","0.870","1015.900","","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0SA10","2020-04-03 07:00:00","411.000","358.000","1.100","18.500","0.910","972.700","","0.000","-99.000","-99.000","-99.000","18.500","","17.100",""
"C0C660","2020-04-03 07:00:00","176.000","358.000","1.900","17.700","0.970","999.300","","0.500","-99.000","-99.000","-99.000","18.000","","17.600",""
"C0R620","2020-04-03 07:00:00","34.000","28.000","3.500","22.600","0.910","1015.000","","1.500","8.600","43.000","","24.000","","21.900",""
"C0R700","2020-04-03 07:00:00","19.000","51.000","1.700","21.900","0.780","1016.300","","0.000","-99.000","-99.000","-99.000","24.200","","21.500",""
"C0F0B0","2020-04-03 07:00:00","311.000","268.000","1.300","17.400","1.000","982.700","","1.500","-99.000","-99.000","-99.000","18.000","","17.100",""
"C0O970","2020-04-03 07:00:00","71.000","0.000","0.000","19.300","0.940","1009.900","","0.000","-99.000","-99.000","-99.000","20.200","","18.700",""
"C0F9P0","2020-04-03 07:00:00","26.000","40.000","3.300","19.500","0.990","1016.100","","1.500","-99.000","-99.000","-99.000","19.500","","18.900",""
"C0R560","2020-04-03 07:00:00","22.000","332.000","1.500","20.800","0.880","1016.200","","0.000","-99.000","-99.000","-99.000","22.600","","20.600",""
"C0X220","2020-04-03 07:00:00","26.000","357.000","3.700","19.600","0.840","1015.100","","0.000","-99.000","-99.000","-99.000","20.000","","19.300",""
"C0M680","2020-04-03 07:00:00","37.000","356.000","1.000","19.400","0.940","1015.700","","0.000","-99.000","-99.000","-99.000","20.000","","19.100",""
"C0S710","2020-04-03 07:00:00","382.000","2.000","1.500","17.600","0.980","977.100","","0.000","-99.000","-99.000","-99.000","17.700","","17.200",""
"C0F9T0","2020-04-03 07:00:00","111.000","337.000","0.700","18.700","0.950","1004.500","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0F9N0","2020-04-03 07:00:00","75.000","317.000","1.000","20.300","0.860","1009.500","","0.000","-99.000","-99.000","-99.000","21.100","","19.900",""
"C0G740","2020-04-03 07:00:00","24.000","14.000","2.500","20.200","0.860","1015.700","","0.000","-99.000","-99.000","-99.000","20.200","","19.500",""
"C0UA70","2020-04-03 07:00:00","547.000","0.000","0.000","16.600","0.990","957.600","","0.000","-99.000","-99.000","-99.000","16.700","","15.800",""
"C0AC60","2020-04-03 07:00:00","55.000","0.000","0.000","18.700","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","18.700","","18.000",""
"C0R510","2020-04-03 07:00:00","31.000","326.000","0.400","21.200","0.880","1013.800","","0.000","-99.000","-99.000","-99.000","22.900","","20.900",""
"C0X060","2020-04-03 07:00:00","19.000","11.000","2.000","19.700","0.860","1017.700","","0.000","-99.000","-99.000","-99.000","20.200","","19.300",""
"C0E550","2020-04-03 07:00:00","84.000","9.000","0.400","17.900","1.000","1010.200","","0.500","-99.000","-99.000","-99.000","17.900","","17.300",""
"C0AI20","2020-04-03 07:00:00","25.000","19.000","8.100","19.300","0.850","1016.800","","0.000","-99.000","-99.000","-99.000","19.500","","18.600",""
"C0E740","2020-04-03 07:00:00","27.000","17.000","0.600","18.900","1.000","1010.100","","0.500","-99.000","-99.000","-99.000","18.900","","17.700",""
"C0R650","2020-04-03 07:00:00","29.000","0.000","0.100","21.200","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","22.400","","21.000",""
"C0S750","2020-04-03 07:00:00","2280.000","288.000","0.500","12.000","0.890","777.200","","0.000","-99.000","-99.000","-99.000","12.100","","10.500",""
"C0I370","2020-04-03 07:00:00","671.000","0.000","0.000","17.700","0.990","943.100","","0.000","-99.000","-99.000","-99.000","18.000","","17.400",""
"C0K400","2020-04-03 07:00:00","65.000","359.000","0.500","18.700","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","19.600","","18.600",""
"C0A650","2020-04-03 07:00:00","287.000","0.000","0.000","17.100","0.990","986.400","","0.000","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0U750","2020-04-03 07:00:00","398.000","182.000","1.900","17.700","1.000","973.100","","3.000","-99.000","-99.000","-99.000","17.700","","16.800",""
"C0M730","2020-04-03 07:00:00","40.000","1.000","0.800","20.100","0.850","1013.000","","0.000","-99.000","-99.000","-99.000","20.600","","19.400",""
"C0Z061","2020-04-03 07:00:00","174.000","0.000","0.000","18.600","0.990","1003.300","","0.000","-99.000","-99.000","-99.000","19.000","","17.900",""
"C0M670","2020-04-03 07:00:00","43.000","344.000","1.400","19.000","0.880","1012.900","","0.000","-99.000","-99.000","-99.000","19.800","","18.900",""
"C0I530","2020-04-03 07:00:00","3014.000","227.000","6.500","5.900","1.000","704.300","","-99.000","14.200","240.000","","6.600","","5.800",""
"C0A880","2020-04-03 07:00:00","6.000","0.000","0.000","18.300","0.980","1017.300","","0.000","-99.000","-99.000","-99.000","18.300","","17.500",""
"C0S950","2020-04-03 07:00:00","415.000","221.000","0.400","17.900","0.960","971.700","","0.000","-99.000","-99.000","-99.000","18.200","","17.000",""
"C0X190","2020-04-03 07:00:00","10.000","0.000","0.000","20.300","0.840","1016.800","","0.000","-99.000","-99.000","-99.000","21.100","","20.000",""
"C0A560","2020-04-03 07:00:00","405.000","0.000","0.000","16.500","1.000","973.500","","5.000","-99.000","-99.000","-99.000","16.500","","15.900",""
"C0A520","2020-04-03 07:00:00","48.000","27.000","1.400","19.000","0.990","1013.800","","0.500","-99.000","-99.000","-99.000","19.500","","18.300",""
"C0X130","2020-04-03 07:00:00","27.000","355.000","1.100","20.200","0.890","1014.500","","0.000","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0V400","2020-04-03 07:00:00","56.000","77.000","1.900","19.700","0.970","1011.100","","0.000","-99.000","-99.000","-99.000","22.000","","19.600",""
"C0UA40","2020-04-03 07:00:00","1121.000","212.000","2.000","14.200","0.990","894.700","","4.500","-99.000","-99.000","-99.000","14.200","","13.100",""
"C0G720","2020-04-03 07:00:00","50.000","15.000","2.000","18.900","0.910","1012.100","","0.000","-99.000","-99.000","-99.000","19.200","","18.400",""
"C0G890","2020-04-03 07:00:00","24.000","24.000","3.600","19.600","1.000","1015.200","","0.000","-99.000","-99.000","-99.000","19.700","","19.000",""
"C0I540","2020-04-03 07:00:00","3344.000","-99.000","-99.000","4.800","1.000","684.800","","-99.000","-99.000","-99.000","-99.000","5.400","","4.800",""
"C0K390","2020-04-03 07:00:00","31.000","48.000","2.100","19.300","0.880","1014.800","","0.000","-99.000","-99.000","-99.000","19.700","","18.700",""
"C0T9A0","2020-04-03 07:00:00","498.000","0.000","0.000","16.700","0.990","963.600","","0.000","-99.000","-99.000","-99.000","16.700","","15.900",""
"C0AH40","2020-04-03 07:00:00","426.000","81.000","1.600","18.800","0.950","968.200","","0.000","-99.000","-99.000","-99.000","18.800","","17.600",""
"C0X280","2020-04-03 07:00:00","22.000","31.000","4.500","20.300","0.860","1015.900","","0.000","-99.000","-99.000","-99.000","20.700","","20.000",""
"C0V620","2020-04-03 07:00:00","18.000","20.000","1.200","20.100","0.990","1016.200","","0.000","-99.000","-99.000","-99.000","22.100","","19.800",""
"C0H960","2020-04-03 07:00:00","120.000","137.000","0.500","18.900","1.000","1003.000","","0.000","-99.000","-99.000","-99.000","19.700","","18.600",""
"C0M530","2020-04-03 07:00:00","1385.000","45.000","0.400","15.500","0.940","872.300","","0.000","-99.000","-99.000","-99.000","16.700","","14.600",""
"C0R170","2020-04-03 07:00:00","26.000","0.000","0.000","20.900","1.000","1015.300","","0.000","-99.000","-99.000","-99.000","22.100","","19.700",""
"C0I420","2020-04-03 07:00:00","305.000","0.000","0.200","19.400","0.960","983.000","","0.000","-99.000","-99.000","-99.000","19.600","","18.800",""
"C0A640","2020-04-03 07:00:00","241.000","0.000","0.000","17.500","0.970","993.400","","0.000","-99.000","-99.000","-99.000","17.900","","16.800",""
"C0A930","2020-04-03 07:00:00","216.000","322.000","0.400","17.500","1.000","993.300","","0.500","-99.000","-99.000","-99.000","17.500","","17.200",""
"C0F9M0","2020-04-03 07:00:00","230.000","13.000","1.200","17.600","1.000","991.700","","0.500","-99.000","-99.000","-99.000","18.100","","17.200",""
"C0AC40","2020-04-03 07:00:00","1079.000","334.000","2.200","13.100","0.990","897.900","","0.500","-99.000","-99.000","-99.000","13.100","","12.700",""
"C0AI00","2020-04-03 07:00:00","188.000","333.000","1.200","18.700","0.980","998.300","","0.000","-99.000","-99.000","-99.000","18.700","","17.800",""
"C0T9M0","2020-04-03 07:00:00","92.000","311.000","2.700","20.500","0.860","1010.800","","0.000","-99.000","-99.000","-99.000","20.500","","19.700",""
"C0S960","2020-04-03 07:00:00","32.000","276.000","3.700","22.200","0.760","1015.400","","0.000","-99.000","-99.000","-99.000","22.200","","20.700",""
"C0K430","2020-04-03 07:00:00","30.000","19.000","2.300","19.600","0.990","1015.700","","0.000","-99.000","-99.000","-99.000","19.900","","18.900",""
"C0Z170","2020-04-03 07:00:00","199.000","0.000","0.000","19.900","1.000","998.900","","0.000","-99.000","-99.000","-99.000","20.400","","19.000",""
"C0Z100","2020-04-03 07:00:00","36.000","234.000","0.600","19.500","0.990","1017.600","","0.000","-99.000","-99.000","-99.000","19.500","","18.900",""
"C0U710","2020-04-03 07:00:00","1942.000","111.000","0.400","9.800","0.990","812.200","","4.000","-99.000","-99.000","-99.000","10.800","","9.100",""
"C0SA30","2020-04-03 07:00:00","92.000","337.000","1.100","21.500","0.820","1009.600","","0.000","-99.000","-99.000","-99.000","21.500","","19.300",""
"C0V500","2020-04-03 07:00:00","6.000","42.000","0.900","21.400","0.880","1015.900","","0.000","-99.000","-99.000","-99.000","23.400","","21.000",""
"C0Z250","2020-04-03 07:00:00","1124.000","302.000","0.400","15.300","0.990","895.200","","0.000","-99.000","-99.000","-99.000","15.300","","13.800",""
"C0K440","2020-04-03 07:00:00","35.000","354.000","3.000","19.100","0.990","1014.500","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"C0T900","2020-04-03 07:00:00","160.000","95.000","0.300","18.700","0.920","1000.300","","0.000","-99.000","-99.000","-99.000","18.700","","17.900",""
"C0F9V0","2020-04-03 07:00:00","525.000","285.000","3.600","18.300","0.980","958.900","","0.000","-99.000","-99.000","-99.000","18.600","","17.600",""
"C0UA20","2020-04-03 07:00:00","2619.000","207.000","3.000","8.100","1.000","-99.000","","4.500","-99.000","-99.000","-99.000","8.100","","7.300",""
"C0M850","2020-04-03 07:00:00","695.000","0.000","0.000","18.000","0.990","938.800","","0.000","-99.000","-99.000","-99.000","18.900","","17.400",""
"C0C620","2020-04-03 07:00:00","19.000","12.000","2.000","20.500","0.940","1016.300","","0.500","-99.000","-99.000","-99.000","21.100","","19.900",""
"C0I360","2020-04-03 07:00:00","300.000","276.000","1.600","18.700","0.990","982.700","","0.000","-99.000","-99.000","-99.000","20.000","","18.300",""
"C0M810","2020-04-03 07:00:00","1354.000","190.000","0.500","16.300","0.860","869.800","","0.000","-99.000","-99.000","-99.000","16.400","","14.600",""
"C0AC80","2020-04-03 07:00:00","40.000","89.000","0.400","19.300","0.940","1014.100","","0.000","-99.000","-99.000","-99.000","19.600","","18.800",""
"CM0140","2020-04-03 07:00:00","26.000","334.000","0.500","21.900","0.730","1017.100","","0.000","-99.000","-99.000","-99.000","21.900","","20.800",""
"C0SA20","2020-04-03 07:00:00","857.000","355.000","1.600","16.800","0.920","923.500","","0.000","-99.000","-99.000","-99.000","16.800","","14.900",""
"C0K490","2020-04-03 07:00:00","91.000","323.000","0.600","18.800","0.910","1007.400","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"C0V820","2020-04-03 07:00:00","441.000","174.000","0.600","19.600","0.990","969.900","","0.000","-99.000","-99.000","-99.000","19.900","","19.200",""
"C0S810","2020-04-03 07:00:00","65.000","331.000","2.000","20.500","0.850","1014.300","","0.000","-99.000","-99.000","-99.000","20.500","","19.300",""
"C0R580","2020-04-03 07:00:00","10.000","13.000","1.200","21.000","0.920","1017.000","","0.000","-99.000","-99.000","-99.000","22.400","","20.500",""
"C0Z330","2020-04-03 07:00:00","488.000","0.000","0.200","17.600","0.970","966.300","","0.000","-99.000","-99.000","-99.000","17.600","","16.200",""
"C0E590","2020-04-03 07:00:00","40.000","33.000","0.900","18.400","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","18.400","","17.900",""
"C0D540","2020-04-03 07:00:00","227.000","0.000","0.000","17.400","0.980","993.500","","0.000","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0K420","2020-04-03 07:00:00","42.000","23.000","2.400","18.900","0.890","1013.300","","0.000","-99.000","-99.000","-99.000","19.200","","18.300",""
"C0Z180","2020-04-03 07:00:00","34.000","248.000","0.400","19.800","0.940","1016.000","","0.000","-99.000","-99.000","-99.000","19.800","","19.200",""
"C0AD10","2020-04-03 07:00:00","27.000","97.000","1.100","18.700","1.000","1016.100","","0.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0M720","2020-04-03 07:00:00","225.000","0.000","0.200","18.000","1.000","991.900","","0.000","-99.000","-99.000","-99.000","18.700","","17.800",""
"C0V450","2020-04-03 07:00:00","51.000","41.000","0.400","20.900","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","22.500","","20.000",""
